,year,month,ID,day,description,neighbourhood,situation
559,2018,3,8040261818,29,0,AGUA FRIA,0
560,2018,3,8040265318,29,0,AGUA FRIA,0
561,2018,3,8040191018,29,0,AGUA FRIA,0
562,2018,3,8040402018,30,0,AGUA FRIA,0
563,2018,3,8040173118,29,0,AGUA FRIA,0
565,2018,3,8040158218,29,0,AGUA FRIA,0
566,2018,3,8040154718,29,0,AGUA FRIA,0
568,2018,3,8040086118,28,0,AGUA FRIA,0
569,2018,2,8014703718,1,0,AGUA FRIA,0
570,2018,2,8026760018,28,0,AGUA FRIA,0
572,2018,2,8019103818,8,0,AGUA FRIA,0
573,2018,2,8023020618,20,0,AGUA FRIA,0
574,2018,2,8020722018,16,0,AGUA FRIA,0
575,2018,2,8023223418,21,0,AGUA FRIA,0
576,2018,2,8022285618,20,0,AGUA FRIA,0
577,2018,1,8011514918,25,0,AGUA FRIA,0
578,2018,1,8010638618,24,0,AGUA FRIA,0
579,2018,1,8010383818,23,0,AGUA FRIA,0
580,2018,1,8009280418,21,0,AGUA FRIA,0
582,2018,1,8008621218,19,0,AGUA FRIA,0
584,2018,1,8008367918,19,0,AGUA FRIA,0
586,2018,1,8007676818,18,0,AGUA FRIA,0
587,2018,1,8006585918,17,0,AGUA FRIA,0
588,2018,1,8006447518,17,0,AGUA FRIA,0
590,2018,1,8005046718,14,0,AGUA FRIA,0
591,2018,1,8005040918,13,0,AGUA FRIA,0
592,2018,1,8005036118,13,0,AGUA FRIA,0
593,2018,1,8004159218,11,0,AGUA FRIA,0
594,2018,1,8001602218,5,0,AGUA FRIA,0
595,2017,12,8118100917,22,0,AGUA FRIA,0
596,2017,12,8114726017,13,0,AGUA FRIA,0
597,2017,12,8111793917,4,0,AGUA FRIA,0
598,2017,11,8100628117,1,0,AGUA FRIA,0
599,2017,11,8101112917,4,0,AGUA FRIA,0
600,2017,11,8104956317,14,0,AGUA FRIA,0
601,2017,11,8108585017,24,0,AGUA FRIA,0
602,2017,11,8109549717,28,0,AGUA FRIA,0
603,2017,11,8109722017,28,0,AGUA FRIA,0
604,2017,10,8092246117,5,0,AGUA FRIA,0
605,2017,10,8097288417,23,0,AGUA FRIA,0
606,2017,10,8098925817,26,0,AGUA FRIA,0
607,2017,10,8097580717,23,0,AGUA FRIA,0
608,2017,10,8094649617,16,0,AGUA FRIA,0
609,2017,9,8088128817,27,0,AGUA FRIA,0
610,2017,9,8080432017,1,0,AGUA FRIA,0
611,2017,9,8080452017,3,0,AGUA FRIA,0
612,2017,9,8084379617,15,0,AGUA FRIA,0
613,2017,9,8087688017,26,0,AGUA FRIA,0
614,2017,9,8089850917,29,0,AGUA FRIA,0
615,2017,9,8089391417,28,0,AGUA FRIA,0
616,2017,9,8089073217,28,0,AGUA FRIA,0
617,2017,8,8073381417,11,0,AGUA FRIA,0
618,2017,8,8073373117,11,0,AGUA FRIA,0
619,2017,8,8072494017,9,0,AGUA FRIA,1
620,2017,8,8070154717,2,0,AGUA FRIA,0
621,2017,8,8071686217,8,0,AGUA FRIA,0
622,2017,8,8071144517,6,0,AGUA FRIA,0
623,2017,8,8075770817,19,0,AGUA FRIA,0
624,2017,7,8068756317,29,0,AGUA FRIA,0
625,2017,7,8068754017,29,0,AGUA FRIA,0
626,2017,7,8068752817,29,0,AGUA FRIA,0
627,2017,7,8068600317,28,0,AGUA FRIA,0
628,2017,7,8068529717,28,0,AGUA FRIA,0
629,2017,7,8068125317,27,0,AGUA FRIA,0
630,2017,7,8068106917,27,0,AGUA FRIA,0
631,2017,7,8068015317,27,0,AGUA FRIA,0
632,2017,7,8067318217,26,0,AGUA FRIA,0
633,2017,7,8067186917,25,0,AGUA FRIA,0
634,2017,7,8067117717,25,0,AGUA FRIA,0
635,2017,7,8066499317,22,0,AGUA FRIA,0
637,2017,7,8066484617,22,0,AGUA FRIA,0
638,2017,7,8066480017,22,0,AGUA FRIA,0
639,2017,7,8066381217,21,0,AGUA FRIA,0
640,2017,7,8066266917,21,0,AGUA FRIA,0
641,2017,7,8065956117,20,0,AGUA FRIA,0
642,2017,7,8065910117,20,0,AGUA FRIA,0
643,2017,7,8065842617,20,0,AGUA FRIA,0
644,2017,7,8065585317,20,0,AGUA FRIA,0
645,2017,7,8064762917,18,0,AGUA FRIA,0
646,2017,7,8064279617,17,0,AGUA FRIA,0
647,2017,7,8064055017,14,0,AGUA FRIA,0
648,2017,7,8064024817,14,0,AGUA FRIA,0
649,2017,7,8063673217,13,0,AGUA FRIA,0
650,2017,7,8063451017,13,0,AGUA FRIA,0
651,2017,7,8063353817,12,0,AGUA FRIA,0
653,2017,7,8063137317,12,0,AGUA FRIA,0
655,2017,7,8062536117,11,0,AGUA FRIA,0
656,2017,7,8062137017,10,0,AGUA FRIA,0
657,2017,7,8061798217,10,0,AGUA FRIA,0
658,2017,7,8061729017,8,0,AGUA FRIA,0
659,2017,7,8061725517,8,0,AGUA FRIA,0
661,2017,7,8061717217,8,0,AGUA FRIA,0
662,2017,7,8061259417,7,0,AGUA FRIA,0
663,2017,7,8061172617,7,0,AGUA FRIA,0
664,2017,7,8060525217,6,0,AGUA FRIA,0
665,2017,7,8060466617,6,0,AGUA FRIA,0
666,2017,7,8060216017,5,0,AGUA FRIA,0
667,2017,7,8059589017,4,0,AGUA FRIA,0
668,2017,6,8049602417,5,0,AGUA FRIA,0
669,2017,6,8058895017,30,0,AGUA FRIA,0
670,2017,6,8058197117,29,0,AGUA FRIA,0
671,2017,6,8057794617,28,0,AGUA FRIA,0
673,2017,6,8056180417,22,0,AGUA FRIA,0
674,2017,6,8054677917,17,0,AGUA FRIA,0
675,2017,6,8054074217,15,0,AGUA FRIA,0
676,2017,6,8050749517,7,0,AGUA FRIA,0
677,2017,6,8053948917,15,0,AGUA FRIA,0
678,2017,6,8053683517,15,0,AGUA FRIA,0
679,2017,6,8053461217,14,0,AGUA FRIA,0
680,2017,6,8053424017,14,0,AGUA FRIA,0
681,2017,6,8053418017,14,0,AGUA FRIA,0
682,2017,6,8051979417,9,0,AGUA FRIA,0
683,2017,6,8051615217,9,0,AGUA FRIA,0
685,2017,6,8051504617,8,0,AGUA FRIA,0
686,2017,6,8048405017,2,0,AGUA FRIA,0
687,2017,6,8047992017,1,0,AGUA FRIA,0
688,2017,6,8048084017,1,0,AGUA FRIA,0
689,2017,6,8048515017,2,0,AGUA FRIA,0
691,2017,6,8048539717,2,0,AGUA FRIA,0
692,2017,5,8046146817,30,0,AGUA FRIA,0
693,2017,5,8046102017,30,0,AGUA FRIA,0
694,2017,5,8045928217,29,0,AGUA FRIA,0
695,2017,5,8045435617,26,0,AGUA FRIA,0
696,2017,5,8044764617,25,0,AGUA FRIA,0
697,2017,5,8044774117,25,0,AGUA FRIA,0
698,2017,5,8044140217,24,0,AGUA FRIA,0
700,2017,5,8042153017,17,0,AGUA FRIA,0
701,2017,5,8041486517,16,0,AGUA FRIA,0
702,2017,5,8041415017,16,0,AGUA FRIA,0
704,2017,5,8040697217,12,0,AGUA FRIA,0
706,2017,5,8038941717,9,0,AGUA FRIA,0
707,2017,5,8038902117,9,0,AGUA FRIA,0
708,2017,5,8038677817,9,0,AGUA FRIA,0
709,2017,5,8038509817,8,0,AGUA FRIA,0
710,2017,5,8038505217,8,0,AGUA FRIA,0
711,2017,5,8038451017,8,0,AGUA FRIA,0
712,2017,5,8038113717,8,0,AGUA FRIA,0
713,2017,5,8038038517,8,0,AGUA FRIA,0
714,2017,5,8036734417,4,0,AGUA FRIA,0
715,2017,5,8036147117,3,0,AGUA FRIA,0
716,2017,5,8035961717,2,0,AGUA FRIA,0
717,2017,5,8047351417,31,0,AGUA FRIA,0
718,2017,5,8046996117,31,0,AGUA FRIA,0
720,2017,5,8046911617,31,0,AGUA FRIA,0
721,2017,5,8046828117,31,0,AGUA FRIA,0
722,2017,5,8046796217,31,0,AGUA FRIA,0
724,2017,5,8046815717,31,0,AGUA FRIA,0
725,2017,4,8031174017,13,0,AGUA FRIA,0
726,2017,4,8031308717,13,0,AGUA FRIA,0
727,2017,4,8031455017,17,0,AGUA FRIA,0
728,2017,4,8031487917,17,0,AGUA FRIA,0
729,2017,4,8030601217,12,0,AGUA FRIA,0
730,2017,4,8031624617,17,0,AGUA FRIA,0
731,2017,4,8030248017,11,0,AGUA FRIA,0
732,2017,4,8028503717,5,0,AGUA FRIA,0
733,2017,4,8030250517,11,0,AGUA FRIA,0
734,2017,4,8030234017,11,0,AGUA FRIA,0
736,2017,4,8030260017,11,0,AGUA FRIA,0
738,2017,4,8028508917,5,0,AGUA FRIA,0
739,2017,4,8029949917,11,0,AGUA FRIA,0
740,2017,4,8031989417,18,0,AGUA FRIA,0
741,2017,4,8035466617,28,0,AGUA FRIA,0
742,2017,4,8030378117,11,0,AGUA FRIA,0
743,2017,3,8017269817,4,0,AGUA FRIA,0
744,2017,3,8017087717,3,0,AGUA FRIA,0
745,2017,3,8026446617,30,0,AGUA FRIA,0
746,2017,3,8022138517,17,0,AGUA FRIA,0
747,2017,3,8021872717,16,0,AGUA FRIA,0
748,2017,3,8022695117,20,0,AGUA FRIA,0
750,2017,3,8021168817,14,0,AGUA FRIA,0
752,2017,3,8024089117,23,0,AGUA FRIA,0
753,2017,3,8018836317,8,0,AGUA FRIA,0
754,2017,2,8013425517,15,0,AGUA FRIA,0
755,2017,2,8013763817,16,0,AGUA FRIA,0
756,2017,2,8015572517,22,0,AGUA FRIA,0
757,2017,1,8000322817,3,0,AGUA FRIA,0
758,2017,1,8000324017,3,0,AGUA FRIA,0
759,2017,1,8001534917,6,0,AGUA FRIA,0
761,2016,12,8079836516,28,0,AGUA FRIA,0
762,2016,12,8078460116,21,0,AGUA FRIA,0
763,2016,12,8079780016,28,0,AGUA FRIA,0
764,2016,12,8077270416,16,0,AGUA FRIA,0
765,2016,12,8079878016,28,0,AGUA FRIA,0
766,2016,11,8070388016,17,0,AGUA FRIA,0
767,2016,11,8068262216,4,0,AGUA FRIA,0
768,2016,11,8068290616,6,0,AGUA FRIA,0
769,2016,10,8066756816,28,0,AGUA FRIA,0
770,2016,10,8065774216,25,0,AGUA FRIA,0
771,2016,10,8065574316,21,0,AGUA FRIA,0
772,2016,10,8065496216,21,0,AGUA FRIA,0
773,2016,10,8064523616,18,0,AGUA FRIA,0
774,2016,10,8063841416,14,0,AGUA FRIA,0
775,2016,10,8062124716,5,0,AGUA FRIA,0
776,2016,10,8061933916,5,0,AGUA FRIA,0
777,2016,9,8058993416,21,0,AGUA FRIA,0
778,2016,9,8059503016,23,0,AGUA FRIA,0
779,2016,9,8055117916,2,0,AGUA FRIA,0
780,2016,9,8059960216,26,0,AGUA FRIA,0
781,2016,9,8060148616,27,0,AGUA FRIA,0
782,2016,9,8055932416,8,0,AGUA FRIA,0
783,2016,8,8048796116,5,0,AGUA FRIA,0
784,2016,7,8040390616,5,0,AGUA FRIA,0
785,2016,7,8044537116,19,0,AGUA FRIA,0
786,2016,7,8043185416,13,0,AGUA FRIA,0
787,2016,6,8038571716,28,0,AGUA FRIA,0
789,2016,6,8032036216,2,0,AGUA FRIA,0
791,2016,6,8032283016,3,0,AGUA FRIA,0
792,2016,6,8032659016,4,0,AGUA FRIA,0
793,2016,6,8032349016,3,0,AGUA FRIA,0
794,2016,6,8032624116,3,0,AGUA FRIA,0
795,2016,6,8032216016,3,0,AGUA FRIA,0
796,2016,6,8038472916,27,0,AGUA FRIA,0
797,2016,6,8038565716,28,0,AGUA FRIA,0
799,2016,5,8030736716,31,0,AGUA FRIA,0
800,2016,5,8023683916,9,0,AGUA FRIA,0
802,2016,5,8023958816,10,0,AGUA FRIA,0
804,2016,5,8030564116,30,0,AGUA FRIA,0
806,2016,5,8024021016,10,0,AGUA FRIA,0
807,2016,5,8030556916,30,0,AGUA FRIA,0
808,2016,5,8024047916,10,0,AGUA FRIA,0
810,2016,5,8030546316,30,0,AGUA FRIA,0
811,2016,5,8024050016,10,0,AGUA FRIA,0
813,2016,5,8030526216,30,0,AGUA FRIA,0
814,2016,5,8030516716,30,0,AGUA FRIA,0
815,2016,5,8024093016,10,0,AGUA FRIA,0
817,2016,5,8030492016,30,0,AGUA FRIA,0
818,2016,5,8030426816,30,0,AGUA FRIA,0
819,2016,5,8023579716,9,0,AGUA FRIA,0
821,2016,5,8030281016,30,0,AGUA FRIA,0
822,2016,5,8024111916,10,0,AGUA FRIA,0
823,2016,5,8023540316,9,0,AGUA FRIA,0
824,2016,5,8023497016,9,0,AGUA FRIA,0
826,2016,5,8024376216,11,0,AGUA FRIA,0
827,2016,5,8029464716,26,0,AGUA FRIA,0
828,2016,5,8024412916,11,0,AGUA FRIA,0
830,2016,5,8023506016,9,0,AGUA FRIA,0
831,2016,5,8024633516,11,0,AGUA FRIA,0
832,2016,5,8023437816,9,0,AGUA FRIA,0
834,2016,5,8023547816,9,0,AGUA FRIA,0
835,2016,5,8023394716,9,0,AGUA FRIA,0
836,2016,5,8023803416,10,0,AGUA FRIA,0
837,2016,5,8023283016,9,0,AGUA FRIA,0
840,2016,5,8023271216,9,0,AGUA FRIA,0
841,2016,5,8023200816,9,0,AGUA FRIA,0
843,2016,5,8022613716,6,0,AGUA FRIA,0
846,2016,5,8023770916,9,0,AGUA FRIA,0
848,2016,5,8022960916,6,0,AGUA FRIA,0
850,2016,5,8023872616,10,0,AGUA FRIA,0
851,2016,5,8028336516,23,0,AGUA FRIA,1
853,2016,5,8028866416,24,0,AGUA FRIA,0
854,2016,5,8031114016,31,0,AGUA FRIA,0
855,2016,5,8023650316,9,0,AGUA FRIA,0
856,2016,5,8023860816,10,0,AGUA FRIA,0
858,2016,5,8023748316,9,0,AGUA FRIA,0
859,2016,5,8030994616,31,0,AGUA FRIA,0
860,2016,5,8023875516,10,0,AGUA FRIA,0
862,2016,5,8030845016,31,0,AGUA FRIA,0
864,2016,4,8014871016,5,0,AGUA FRIA,0
865,2016,4,8014469816,4,0,AGUA FRIA,0
866,2016,4,8017159016,15,0,AGUA FRIA,0
867,2016,4,8017323416,16,0,AGUA FRIA,0
868,2016,4,8017347016,16,0,AGUA FRIA,0
869,2016,4,8017402116,16,0,AGUA FRIA,0
870,2016,4,8017428016,16,0,AGUA FRIA,0
872,2016,4,8017496616,16,0,AGUA FRIA,0
873,2016,4,8017562916,16,0,AGUA FRIA,0
875,2016,4,8017570116,16,0,AGUA FRIA,0
876,2016,4,8017572416,16,0,AGUA FRIA,0
877,2016,4,8017590216,16,0,AGUA FRIA,0
879,2016,4,8017618416,16,0,AGUA FRIA,0
880,2016,4,8017719516,16,0,AGUA FRIA,0
881,2016,4,8017836116,16,0,AGUA FRIA,0
882,2016,4,8018037516,17,0,AGUA FRIA,0
883,2016,4,8019351516,21,0,AGUA FRIA,0
884,2016,4,8019429416,23,0,AGUA FRIA,0
885,2016,3,8011934116,18,0,AGUA FRIA,0
886,2016,3,8009061416,4,0,AGUA FRIA,0
887,2016,3,8012044016,18,0,AGUA FRIA,0
888,2016,3,8011831816,18,0,AGUA FRIA,0
889,2016,3,8011808616,18,0,AGUA FRIA,0
890,2016,3,8011734216,18,0,AGUA FRIA,0
891,2016,3,8013401016,30,0,AGUA FRIA,0
892,2016,3,8011653216,17,0,AGUA FRIA,0
893,2016,3,8011461616,17,0,AGUA FRIA,0
894,2016,3,8012844616,25,0,AGUA FRIA,0
895,2016,3,8008781316,3,0,AGUA FRIA,0
896,2016,3,8010560016,14,0,AGUA FRIA,0
897,2016,3,8010572916,14,0,AGUA FRIA,0
898,2016,2,8007054016,24,0,AGUA FRIA,0
899,2016,2,8004304616,2,0,AGUA FRIA,1
900,2016,2,8005368816,15,0,AGUA FRIA,0
901,2016,2,8006005616,18,0,AGUA FRIA,0
902,2016,2,8004067416,1,0,AGUA FRIA,0
903,2016,2,8005167216,13,0,AGUA FRIA,0
904,2016,1,8003676716,29,0,AGUA FRIA,0
905,2016,1,8001881216,18,0,AGUA FRIA,0
906,2016,1,8003579116,29,0,AGUA FRIA,0
907,2016,1,8003896716,30,0,AGUA FRIA,0
908,2016,1,8003331016,28,0,AGUA FRIA,0
909,2016,1,8003032216,26,0,AGUA FRIA,0
910,2016,1,8002509016,22,0,AGUA FRIA,0
912,2016,1,8000394016,6,0,AGUA FRIA,0
913,2016,1,8002619016,22,0,AGUA FRIA,1
914,2016,1,8002427316,21,0,AGUA FRIA,0
915,2016,1,8000450816,7,0,AGUA FRIA,0
916,2016,1,8003875016,30,0,AGUA FRIA,0
917,2016,1,8000812716,9,0,AGUA FRIA,0
918,2016,1,8002511416,22,0,AGUA FRIA,0
919,2016,1,8002231116,20,0,AGUA FRIA,0
920,2016,1,8002191016,20,0,AGUA FRIA,0
922,2016,1,8002154716,20,0,AGUA FRIA,0
923,2015,12,8039631515,29,0,AGUA FRIA,0
924,2015,12,8039618915,29,0,AGUA FRIA,0
925,2015,11,8036631415,30,0,AGUA FRIA,0
926,2015,11,8035593115,19,0,AGUA FRIA,0
928,2015,11,8033584515,5,0,AGUA FRIA,0
929,2015,10,8031646315,16,0,AGUA FRIA,0
930,2015,10,8030971815,8,0,AGUA FRIA,0
931,2015,9,8029217115,21,0,AGUA FRIA,0
932,2015,9,8029258015,21,0,AGUA FRIA,0
933,2015,9,8028793915,16,0,AGUA FRIA,0
934,2015,9,8029510015,23,0,AGUA FRIA,0
935,2015,9,8029526415,23,0,AGUA FRIA,0
936,2015,9,8029117715,18,0,AGUA FRIA,0
937,2015,8,8027235215,31,0,AGUA FRIA,1
938,2015,8,8024974915,10,0,AGUA FRIA,0
939,2015,8,8025375115,12,0,AGUA FRIA,0
940,2015,8,8027240615,31,0,AGUA FRIA,1
941,2015,8,8024770415,7,0,AGUA FRIA,0
942,2015,7,8020269915,4,0,AGUA FRIA,0
943,2015,7,8019594715,2,0,AGUA FRIA,0
945,2015,7,8019777415,2,0,AGUA FRIA,0
946,2015,7,8023632715,30,0,AGUA FRIA,0
947,2015,7,8023148815,28,0,AGUA FRIA,0
948,2015,7,8022392215,22,0,AGUA FRIA,1
949,2015,7,8022390015,22,0,AGUA FRIA,1
950,2015,7,8022081715,21,0,AGUA FRIA,0
952,2015,7,8021956015,20,0,AGUA FRIA,0
953,2015,7,8022055615,21,0,AGUA FRIA,0
954,2015,7,8021675015,17,0,AGUA FRIA,0
956,2015,7,8021301315,13,0,AGUA FRIA,0
957,2015,7,8021099015,10,0,AGUA FRIA,0
958,2015,7,8020916415,9,0,AGUA FRIA,0
959,2015,7,8020572315,7,0,AGUA FRIA,0
960,2015,6,8015942015,2,0,AGUA FRIA,0
961,2015,6,8017888315,23,0,AGUA FRIA,0
963,2015,6,8018329815,29,0,AGUA FRIA,0
965,2015,6,8018325215,28,0,AGUA FRIA,0
966,2015,6,8018454715,29,0,AGUA FRIA,0
967,2015,6,8018484315,29,0,AGUA FRIA,0
968,2015,6,8018545215,29,0,AGUA FRIA,0
970,2015,6,8018286715,28,0,AGUA FRIA,1
971,2015,6,8018774115,29,0,AGUA FRIA,0
972,2015,6,8018835015,29,0,AGUA FRIA,0
973,2015,6,8018842715,29,0,AGUA FRIA,0
975,2015,6,8018886415,29,0,AGUA FRIA,0
976,2015,6,8019093815,30,0,AGUA FRIA,0
978,2015,6,8018908815,29,0,AGUA FRIA,0
979,2015,6,8016219015,4,0,AGUA FRIA,0
980,2015,6,8016760315,9,0,AGUA FRIA,0
982,2015,6,8017270015,15,0,AGUA FRIA,0
983,2015,5,8015634415,30,0,AGUA FRIA,0
985,2015,5,8015605415,30,0,AGUA FRIA,0
986,2015,5,8015573515,29,0,AGUA FRIA,0
987,2015,5,8015549715,29,0,AGUA FRIA,0
989,2015,5,8013909615,14,0,AGUA FRIA,0
991,2015,5,8015587615,30,0,AGUA FRIA,0
992,2015,5,8015583015,30,0,AGUA FRIA,0
994,2015,5,8014844515,22,0,AGUA FRIA,0
995,2015,5,8014803715,22,0,AGUA FRIA,0
996,2015,5,8014866915,25,0,AGUA FRIA,0
997,2015,5,8014472015,20,0,AGUA FRIA,0
998,2015,5,8014404515,20,0,AGUA FRIA,0
999,2015,4,8010204115,2,0,AGUA FRIA,0
1000,2015,4,8010311215,6,0,AGUA FRIA,0
1001,2015,4,8010480915,7,0,AGUA FRIA,0
1002,2015,4,8011043115,14,0,AGUA FRIA,0
1003,2015,4,8010810915,10,0,AGUA FRIA,1
1004,2015,4,8010808415,10,0,AGUA FRIA,1
1005,2015,4,8010933315,13,0,AGUA FRIA,0
1006,2015,3,8009934015,30,0,AGUA FRIA,0
1007,2015,3,8006656915,6,0,AGUA FRIA,0
1008,2015,3,8009061615,24,0,AGUA FRIA,0
1009,2015,3,8009928015,30,0,AGUA FRIA,0
1010,2015,3,8008940615,23,0,AGUA FRIA,0
1011,2015,3,8008943515,23,0,AGUA FRIA,0
1012,2015,3,8006827815,8,0,AGUA FRIA,0
1013,2015,3,8007478715,10,0,AGUA FRIA,0
1014,2015,3,8006688815,6,0,AGUA FRIA,0
1015,2015,3,8006976315,9,0,AGUA FRIA,0
1017,2015,3,8006973415,9,0,AGUA FRIA,0
1018,2015,3,8006627915,6,0,AGUA FRIA,0
1019,2015,3,8006641115,6,0,AGUA FRIA,0
1020,2015,3,8006620415,6,0,AGUA FRIA,0
1021,2015,3,8006954015,9,0,AGUA FRIA,0
1022,2015,3,8006571315,6,0,AGUA FRIA,0
1023,2015,3,8006357115,6,0,AGUA FRIA,0
1025,2015,3,8006328115,6,0,AGUA FRIA,0
1026,2015,3,8006344715,6,0,AGUA FRIA,0
1027,2015,3,8007476415,10,1,AGUA FRIA,0
1029,2015,3,8007281915,9,0,AGUA FRIA,0
1030,2015,2,8004487515,20,0,AGUA FRIA,0
1031,2015,1,8002014215,23,0,AGUA FRIA,0
1032,2015,1,8002569415,29,0,AGUA FRIA,0
1033,2015,1,8002071615,23,0,AGUA FRIA,0
1034,2015,1,8000073115,5,0,AGUA FRIA,0
1035,2014,12,8022199014,20,0,AGUA FRIA,0
1036,2014,12,8021936014,16,0,AGUA FRIA,0
1037,2014,12,8021533314,10,0,AGUA FRIA,0
1038,2014,11,8020423014,21,0,AGUA FRIA,0
1039,2014,11,8020230714,19,0,AGUA FRIA,0
1040,2014,11,8019801414,10,0,AGUA FRIA,0
1041,2014,10,8017329614,7,0,AGUA FRIA,0
1042,2014,10,8017374114,8,0,AGUA FRIA,0
1043,2014,10,8017161814,6,0,AGUA FRIA,0
1044,2014,10,8017966614,15,0,AGUA FRIA,0
1045,2014,10,8017751014,13,0,AGUA FRIA,0
1046,2014,10,8018178114,17,0,AGUA FRIA,0
1047,2014,9,8014957614,8,0,AGUA FRIA,0
1048,2014,9,8014463314,2,0,AGUA FRIA,0
1049,2014,9,8016446914,23,0,AGUA FRIA,0
1050,2014,9,8014844714,7,0,AGUA FRIA,0
1051,2014,9,8015052714,8,0,AGUA FRIA,0
1052,2014,9,8015237714,9,0,AGUA FRIA,0
1053,2014,8,8013634914,21,0,AGUA FRIA,0
1054,2014,8,8013313814,15,0,AGUA FRIA,0
1055,2014,8,8014012114,27,0,AGUA FRIA,0
1056,2014,8,8014269214,29,0,AGUA FRIA,0
1057,2014,8,8014040514,27,0,AGUA FRIA,0
1058,2014,8,8013388814,15,0,AGUA FRIA,0
1059,2014,8,8013747814,21,0,AGUA FRIA,0
1060,2014,8,8012702014,6,0,AGUA FRIA,0
1061,2014,8,8013632614,21,0,AGUA FRIA,0
1063,2014,6,8009639014,26,0,AGUA FRIA,0
1064,2014,6,8009522514,26,0,AGUA FRIA,0
1065,2014,6,8009860814,27,0,AGUA FRIA,0
1066,2014,6,8008547414,5,0,AGUA FRIA,0
1067,2014,7,8011144414,14,1,AGUA FRIA,0
1068,2014,7,8011997714,25,0,AGUA FRIA,0
1069,2014,7,8010722414,9,0,AGUA FRIA,0
1070,2014,7,8011909014,24,0,AGUA FRIA,0
1072,2014,7,8010901614,10,0,AGUA FRIA,0
1073,2014,7,8011906114,24,0,AGUA FRIA,0
1074,2014,7,8012187914,29,0,AGUA FRIA,0
1075,2014,7,8011758214,22,0,AGUA FRIA,0
1076,2014,7,8010961914,11,0,AGUA FRIA,0
1077,2014,7,8010537214,7,0,AGUA FRIA,0
1078,2014,7,8011302914,15,0,AGUA FRIA,0
1079,2014,7,8011182314,14,0,AGUA FRIA,0
1080,2014,6,8009620714,26,0,AGUA FRIA,0
1081,2014,6,8009297114,20,0,AGUA FRIA,0
1082,2014,6,8009638314,26,0,AGUA FRIA,1
1083,2014,6,8008483614,4,0,AGUA FRIA,1
1084,2014,6,8009646614,26,0,AGUA FRIA,0
1085,2014,6,8009080214,16,0,AGUA FRIA,0
1086,2014,6,8008438014,4,0,AGUA FRIA,0
1087,2014,6,8008732614,10,0,AGUA FRIA,0
1088,2014,6,8008826014,11,0,AGUA FRIA,0
1089,2014,6,8008642714,8,0,AGUA FRIA,0
1090,2014,6,8008521514,5,0,AGUA FRIA,0
1091,2014,6,8008752714,11,0,AGUA FRIA,0
1092,2014,6,8009541014,26,0,AGUA FRIA,0
1093,2014,6,8009520214,26,0,AGUA FRIA,0
1094,2014,6,8009500114,26,0,AGUA FRIA,0
1095,2014,6,8009392414,26,1,AGUA FRIA,0
1096,2014,6,8009488114,26,0,AGUA FRIA,0
1097,2014,6,8009812314,27,0,AGUA FRIA,0
1098,2014,6,8009869514,27,0,AGUA FRIA,0
1099,2014,6,8009626514,26,0,AGUA FRIA,0
1100,2014,6,8009890414,27,0,AGUA FRIA,0
1101,2014,5,8006870214,3,1,AGUA FRIA,0
1102,2014,5,8007247714,9,0,AGUA FRIA,0
1103,2014,5,8007034314,6,0,AGUA FRIA,0
1104,2014,5,8007303414,12,0,AGUA FRIA,0
1105,2014,5,8007364314,13,0,AGUA FRIA,0
1106,2014,5,8007509114,14,0,AGUA FRIA,0
1107,2014,5,8007556014,14,0,AGUA FRIA,0
1108,2014,5,8008097914,28,0,AGUA FRIA,0
1109,2014,5,8008156514,29,0,AGUA FRIA,0
1110,2014,5,8008240614,29,0,AGUA FRIA,0
1111,2014,5,8008173714,29,0,AGUA FRIA,0
1112,2014,5,8008164814,29,0,AGUA FRIA,0
1113,2014,5,8008159414,29,0,AGUA FRIA,0
1114,2014,5,8008148214,29,0,AGUA FRIA,0
1115,2014,5,8007598414,15,0,AGUA FRIA,0
1116,2014,5,8007419214,13,0,AGUA FRIA,0
1117,2014,5,8007656414,16,0,AGUA FRIA,0
1118,2014,5,8007273814,10,0,AGUA FRIA,0
1119,2014,5,8007254314,9,0,AGUA FRIA,0
1120,2014,5,8007213514,8,0,AGUA FRIA,0
1121,2014,5,8007166714,8,0,AGUA FRIA,0
1122,2014,5,8006985414,5,0,AGUA FRIA,0
1123,2014,5,8006832314,2,0,AGUA FRIA,0
1124,2014,5,8006820514,2,0,AGUA FRIA,0
1125,2014,5,8006817414,2,0,AGUA FRIA,0
1126,2014,5,8006803314,2,0,AGUA FRIA,0
1127,2014,5,8006714014,2,0,AGUA FRIA,0
1128,2014,6,8009472814,26,0,AGUA FRIA,0
1129,2014,5,8007616214,16,0,AGUA FRIA,0
1130,2014,4,8006478514,30,0,AGUA FRIA,0
1131,2014,4,8005043514,4,0,AGUA FRIA,0
1132,2014,4,8006204214,25,0,AGUA FRIA,0
1133,2014,4,8006004314,23,0,AGUA FRIA,0
1134,2014,4,8005329614,8,0,AGUA FRIA,0
1135,2014,4,8006496314,30,0,AGUA FRIA,0
1136,2014,4,8006680914,30,0,AGUA FRIA,0
1137,2014,4,8006298714,28,0,AGUA FRIA,0
1138,2014,4,8006675514,30,0,AGUA FRIA,0
1139,2014,4,8006670314,30,0,AGUA FRIA,0
1140,2014,4,8006465014,30,0,AGUA FRIA,0
1141,2014,4,8006464414,30,0,AGUA FRIA,0
1142,2014,4,8006376814,29,0,AGUA FRIA,0
