processo_numero;processo_ocorrencia
8023490616;Imoveis com Danos/Risco
8023490616;Deslizamentos de Barreiras
8023486916;Não há Ocorrência para essa Solicitação
8023485415;Deslizamentos de Barreiras
8023484616;Não há Ocorrência para essa Solicitação
8023484417;Arvores em Risco
8023483115;Deslizamentos de Barreiras
8023482316;Deslizamentos de Barreiras
8023481915;Desabamento Total Imoveis
8023480016;Deslizamentos de Barreiras
8023478815;Deslizamentos de Barreiras
8023478616;Imoveis com Danos/Risco
8023476515;Tombamento de Arvores
8023476316;Não há Ocorrência para essa Solicitação
8023474215;Deslizamentos de Barreiras
8023474215;Não há Ocorrência para essa Solicitação
8023474016;Deslizamentos de Barreiras
8023472816;Deslizamentos de Barreiras
8023472015;Imoveis com Danos/Risco
8023470715;Deslizamentos de Barreiras
8023470516;Deslizamentos de Barreiras
8023468016;Não há Ocorrência para essa Solicitação
8023467018;Imoveis com Danos/Risco
8023466816;Não há Ocorrência para essa Solicitação
8023464715;Imoveis com Danos/Risco
8023463916;Deslizamentos de Barreiras
8023463916;Produtos Quimicos Perigosos
8023463916;Imoveis com Danos/Risco
8023463916;Desabamento Parcial Imoveis
8023461616;Deslizamentos de Barreiras
8023458516;Não há Ocorrência para essa Solicitação
8023456216;Deslizamentos de Barreiras
8023454016;Deslizamentos de Barreiras
8023452716;Deslizamentos de Barreiras
8023450416;Não há Ocorrência para essa Solicitação
8023448016;Não há Ocorrência para essa Solicitação
8023446716;Não há Ocorrência para essa Solicitação
8023444416;Não há Ocorrência para essa Solicitação
8023441516;Não há Ocorrência para essa Solicitação
8023439016;Não há Ocorrência para essa Solicitação
8023437816;Deslizamentos de Barreiras
8023432815;Imoveis com Danos/Risco
8023431016;Deslizamentos de Barreiras
8023429516;Não há Ocorrência para essa Solicitação
8023428015;Não há Ocorrência para essa Solicitação
8023425016;Deslizamentos de Barreiras
8023423716;Deslizamentos de Barreiras
8023420816;Não há Ocorrência para essa Solicitação
8023420015;Não há Ocorrência para essa Solicitação
8023417716;Deslizamentos de Barreiras
8023415615;Não há Ocorrência para essa Solicitação
8023415416;Deslizamentos de Barreiras
8023412516;Deslizamentos de Barreiras
8023411015;Arvores em Risco
8023410216;Deslizamentos de Barreiras
8023409615;Não há Ocorrência para essa Solicitação
8023406516;Não há Ocorrência para essa Solicitação
8023404216;Não há Ocorrência para essa Solicitação
8023403815;Imoveis com Danos/Risco
8023401316;Desabamento Parcial Imoveis
8023401316;Deslizamentos de Barreiras
8023398216;Não há Ocorrência para essa Solicitação
8023396016;Não há Ocorrência para essa Solicitação
8023394716;Deslizamentos de Barreiras
8023392615;Imoveis com Danos/Risco
8023392416;Não há Ocorrência para essa Solicitação
8023390315;Não há Ocorrência para essa Solicitação
8023390116;Não há Ocorrência para essa Solicitação
8023388716;Não há Ocorrência para essa Solicitação
8023385816;Não há Ocorrência para essa Solicitação
8023383516;Não há Ocorrência para essa Solicitação
8023381216;Produtos Quimicos Perigosos
8023381216;Imoveis com Danos/Risco
8023381216;Desabamento Parcial Imoveis
8023381216;Deslizamentos de Barreiras
8023379816;Não há Ocorrência para essa Solicitação
8023379015;Deslizamentos de Barreiras
8023375415;Arvores em Risco
8023375216;Deslizamentos de Barreiras
8023373016;Não há Ocorrência para essa Solicitação
8023370215;Imoveis com Danos/Risco
8023370016;Não há Ocorrência para essa Solicitação
8023367115;Não há Ocorrência para essa Solicitação
8023367016;Não há Ocorrência para essa Solicitação
8023365915;Não há Ocorrência para essa Solicitação
8023364016;Imoveis com Danos/Risco
8023364016;Imoveis Alagados
8023362816;Não há Ocorrência para essa Solicitação
8023361619;Não há Ocorrência para essa Solicitação
8023360516;Não há Ocorrência para essa Solicitação
8023360317;Não há Ocorrência para essa Solicitação
8023359915;Não há Ocorrência para essa Solicitação
8023358016;Desabamento Total Imoveis
8023357919;Não há Ocorrência para essa Solicitação
8023357018;Não há Ocorrência para essa Solicitação
8023356816;Imoveis Alagados
8023355315;Não há Ocorrência para essa Solicitação
8023354516;Imoveis com Danos/Risco
8023354118;Imoveis com Danos/Risco
8023353015;Deslizamentos de Barreiras
8023352216;Não há Ocorrência para essa Solicitação
8023351815;Muro com Danos
8023350016;Deslizamentos de Barreiras
8023347916;Não há Ocorrência para essa Solicitação
8023347015;Não há Ocorrência para essa Solicitação
8023345616;Não há Ocorrência para essa Solicitação
8023344115;Deslizamentos de Barreiras
8023343316;Não há Ocorrência para essa Solicitação
8023343316;Deslizamentos de Barreiras
8023342915;Não há Ocorrência para essa Solicitação
8023342517;Não há Ocorrência para essa Solicitação
8023341016;Deslizamentos de Barreiras
8023339616;Imoveis com Danos/Risco
8023339616;Muro com Danos
8023339616;Deslizamentos de Barreiras
8023337316;Deslizamentos de Barreiras
8023337316;Não há Ocorrência para essa Solicitação
8023336915;Não há Ocorrência para essa Solicitação
8023335016;Não há Ocorrência para essa Solicitação
8023333816;Não há Ocorrência para essa Solicitação
8023333015;Não há Ocorrência para essa Solicitação
8023331516;Deslizamentos de Barreiras
8023329016;Arvores em Risco
8023327816;Não há Ocorrência para essa Solicitação
8023327816;Deslizamentos de Barreiras
8023325516;Não há Ocorrência para essa Solicitação
8023323216;Deslizamentos de Barreiras
8023321016;Não há Ocorrência para essa Solicitação
8023319516;Deslizamentos de Barreiras
8023317216;Não há Ocorrência para essa Solicitação
8023315115;Imoveis com Danos/Risco
8023314316;Não há Ocorrência para essa Solicitação
8023314316;Deslizamentos de Barreiras
8023313915;Imoveis com Danos/Risco
8023313915;Deslizamentos de Barreiras
8023312016;Não há Ocorrência para essa Solicitação
8023310816;Não há Ocorrência para essa Solicitação
8023310015;Arvores em Risco
8023308515;Imoveis com Danos/Risco
8023308316;Não há Ocorrência para essa Solicitação
8023306215;Deslizamentos de Barreiras
8023305416;Deslizamentos de Barreiras
8023305416;Não há Ocorrência para essa Solicitação
8023303116;Não há Ocorrência para essa Solicitação
8023301916;Deslizamentos de Barreiras
8023301916;Imoveis com Danos/Risco
8023299416;Imoveis com Danos/Risco
8023299018;Imoveis com Danos/Risco
8023297116;Deslizamentos de Barreiras
8023295916;Não há Ocorrência para essa Solicitação
8023293616;Deslizamentos de Barreiras
8023291316;Não há Ocorrência para essa Solicitação
8023291316;Deslizamentos de Barreiras
8023289916;Não há Ocorrência para essa Solicitação
8023287616;Não há Ocorrência para essa Solicitação
8023286115;Não há Ocorrência para essa Solicitação
8023285316;Não há Ocorrência para essa Solicitação
8023283016;Deslizamentos de Barreiras
8023282217;Não há Ocorrência para essa Solicitação
8023281816;Deslizamentos de Barreiras
8023279316;Deslizamentos de Barreiras
8023277016;Muro com Danos
8023276919;Não há Ocorrência para essa Solicitação
8023274017;Não há Ocorrência para essa Solicitação
8023273516;Não há Ocorrência para essa Solicitação
8023273516;Deslizamentos de Barreiras
8023273118;Arvores em Risco
8023273118;Imoveis com Danos/Risco
8023271216;Não há Ocorrência para essa Solicitação
8023268116;Imoveis com Danos/Risco
8023268116;Deslizamentos de Barreiras
8023266916;Deslizamentos de Barreiras
8023264616;Deslizamentos de Barreiras
8023262316;Não há Ocorrência para essa Solicitação
8023262316;Deslizamentos de Barreiras
8023260718;Não há Ocorrência para essa Solicitação
8023260016;Deslizamentos de Barreiras
8023258616;Imoveis com Danos/Risco
8023256316;Não há Ocorrência para essa Solicitação
8023254519;Muro com Danos
8023254016;Não há Ocorrência para essa Solicitação
8023254016;Deslizamentos de Barreiras
8023253615;Alagamentos
8023253615;Imoveis com Danos/Risco
8023252816;Deslizamentos de Barreiras
8023249716;Não há Ocorrência para essa Solicitação
8023247416;Deslizamentos de Barreiras
8023247416;Não há Ocorrência para essa Solicitação
8023245315;Imoveis com Danos/Risco
8023245116;Deslizamentos de Barreiras
8023243916;Não há Ocorrência para essa Solicitação
8023242918;Imoveis com Danos/Risco
8023240016;Deslizamentos de Barreiras
8023239315;Não há Ocorrência para essa Solicitação
8023237015;Imoveis com Danos/Risco
8023236216;Não há Ocorrência para essa Solicitação
8023234016;Muro com Danos
8023230615;Imoveis com Danos/Risco
8023230615;Deslizamentos de Barreiras
8023230416;Não há Ocorrência para essa Solicitação
8023228115;Muro com Danos
8023228016;Arvores em Risco
8023228016;Deslizamentos de Barreiras
8023226915;Muro com Danos
8023225016;Não há Ocorrência para essa Solicitação
8023224217;Não há Ocorrência para essa Solicitação
8023223816;Deslizamentos de Barreiras
8023223816;Não há Ocorrência para essa Solicitação
8023223418;Não há Ocorrência para essa Solicitação
8023223015;Imoveis com Danos/Risco
8023221516;Não há Ocorrência para essa Solicitação
8023220015;Imoveis com Danos/Risco
8023219016;Imoveis com Danos/Risco
8023216116;Não há Ocorrência para essa Solicitação
8023215715;Não há Ocorrência para essa Solicitação
8023213415;Arvores em Risco
8023211115;Não há Ocorrência para essa Solicitação
8023210316;Deslizamentos de Barreiras
8023209715;Deslizamentos de Barreiras
8023208916;Não há Ocorrência para essa Solicitação
8023205115;Imoveis com Danos/Risco
8023205016;Não há Ocorrência para essa Solicitação
8023203716;Deslizamentos de Barreiras
8023200816;Não há Ocorrência para essa Solicitação
8023200418;Imoveis com Danos/Risco
8023199115;Deslizamentos de Barreiras
8023197915;Não há Ocorrência para essa Solicitação
8023196016;Deslizamentos de Barreiras
8023195615;Imoveis com Danos/Risco
8023194617;Deslizamentos de Barreiras
8023193116;Não há Ocorrência para essa Solicitação
8023191015;Desabamento Parcial Imoveis
8023189615;Desabamento Total Imoveis
8023189416;Não há Ocorrência para essa Solicitação
8023187818;Não há Ocorrência para essa Solicitação
8023187116;Não há Ocorrência para essa Solicitação
8023185916;Deslizamentos de Barreiras
8023184918;Imoveis com Danos/Risco
8023183616;Não há Ocorrência para essa Solicitação
8023183417;Não há Ocorrência para essa Solicitação
8023181515;Deslizamentos de Barreiras
8023180716;Não há Ocorrência para essa Solicitação
8023180318;Não há Ocorrência para essa Solicitação
8023179015;Imoveis com Danos/Risco
8023177218;Muro com Danos
8023177218;Não há Ocorrência para essa Solicitação
8023176817;Não há Ocorrência para essa Solicitação
8023175515;Arvores em Risco
8023175515;Deslizamentos de Barreiras
8023175316;Não há Ocorrência para essa Solicitação
8023173718;Não há Ocorrência para essa Solicitação
8023173215;Não há Ocorrência para essa Solicitação
8023173215;Deslizamentos de Barreiras
8023173016;Não há Ocorrência para essa Solicitação
8023170818;Não há Ocorrência para essa Solicitação
8023169515;Não há Ocorrência para essa Solicitação
8023168716;Deslizamentos de Barreiras
8023166615;Arvores em Risco
8023166018;Não há Ocorrência para essa Solicitação
8023165816;Imoveis com Danos/Risco
8023165816;Deslizamentos de Barreiras
8023164818;Não há Ocorrência para essa Solicitação
8023163516;Arvores em Risco
8023163516;Não há Ocorrência para essa Solicitação
8023158315;Não há Ocorrência para essa Solicitação
8023158116;Não há Ocorrência para essa Solicitação
8023156916;Não há Ocorrência para essa Solicitação
8023154616;Arvores em Risco
8023152316;Não há Ocorrência para essa Solicitação
8023150215;Imoveis com Danos/Risco
8023150016;Não há Ocorrência para essa Solicitação
8023150016;Deslizamentos de Barreiras
8023148815;Não há Ocorrência para essa Solicitação
8023147016;Imoveis com Danos/Risco
8023147016;Deslizamentos de Barreiras
8023146515;Desabamento Total Imoveis
8023144016;Deslizamentos de Barreiras
8023142816;Não há Ocorrência para essa Solicitação
8023141315;Arvores em Risco
8023138215;Não há Ocorrência para essa Solicitação
8023138016;Não há Ocorrência para essa Solicitação
8023136015;Não há Ocorrência para essa Solicitação
8023133916;Deslizamentos de Barreiras
8023133015;Não há Ocorrência para essa Solicitação
8023133015;Deslizamentos de Barreiras
8023130016;Não há Ocorrência para essa Solicitação
8023125616;Imoveis com Danos/Risco
8023125218;Não há Ocorrência para essa Solicitação
8023118115;Deslizamentos de Barreiras
8023118016;Não há Ocorrência para essa Solicitação
8023116119;Não há Ocorrência para essa Solicitação
8023114416;Deslizamentos de Barreiras
8023107816;Deslizamentos de Barreiras
8023107816;Não há Ocorrência para essa Solicitação
8023103415;Deslizamentos de Barreiras
8023101419;Não há Ocorrência para essa Solicitação
8023100515;Deslizamentos de Barreiras
8023097415;Não há Ocorrência para essa Solicitação
8023091615;Não há Ocorrência para essa Solicitação
8023088018;Não há Ocorrência para essa Solicitação
8023087119;Deslizamentos de Barreiras
